# created by LinkChecker at 2025-08-26 22:25:43+002
# Read the documentation at https://linkchecker.github.io/linkchecker/
# Write comments and bugs to https://github.com/linkchecker/linkchecker/issues
urlname;parentname;base;result;warningstring;infostring;valid;url;line;column;name;dltime;size;checktime;cached;level;modified
/faq/distcomp/distributed_qsub;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/distcomp/distributed_qsub/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/distcomp/distributed_qsub/;335;7;How to get started with distributed computing using qsub?;5.0067901611328125e-05;33010;3.643028974533081;0;3;
/faq/matlab/installation;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/installation/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/installation/;341;7;Installation and setting up the path;4.482269287109375e-05;17652;3.574718952178955;0;3;
/faq/matlab/toolboxes_legacyvsexternal;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/toolboxes_legacyvsexternal/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/toolboxes_legacyvsexternal/;342;7;Can I prevent “external” toolboxes from being added to my MATLAB path?;3.2901763916015625e-05;12005;3.6065211296081543;0;3;
/faq/matlab/compiled;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/compiled/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/compiled/;343;7;Can I use FieldTrip without MATLAB license?;3.2901763916015625e-05;11262;3.246265172958374;0;3;
/faq/matlab/octave;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/octave/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/octave/;344;7;Can I use Octave instead of MATLAB?;4.291534423828125e-05;9268;3.2126271724700928;0;3;
/faq/matlab/compile;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/compile/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/compile/;345;7;How can I compile the mex files and command-line programs?;4.8160552978515625e-05;21271;3.374422073364258;0;3;
/faq/matlab/compile_windows;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/compile_windows/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/compile_windows/;346;7;How can I compile the mex files on 64-bit Windows?;3.4809112548828125e-05;12469;3.161505699157715;0;3;
/faq/matlab/compile_osx;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/compile_osx/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/compile_osx/;347;7;How can I compile the mex files on macOS?;3.1948089599609375e-05;12190;3.247854232788086;0;3;
/faq/matlab/fieldtrip_codelines;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/fieldtrip_codelines/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/fieldtrip_codelines/;348;7;How many lines of code does FieldTrip consist of?;3.4809112548828125e-05;12010;3.3262698650360107;0;3;
/faq/matlab/spmversion;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/spmversion/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/spmversion/;349;7;How to select the correct SPM toolbox?;3.695487976074219e-05;10319;3.295038938522339;0;3;
/faq/matlab/matlab_mexinvalid;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/matlab_mexinvalid/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/matlab_mexinvalid/;350;7;MATLAB complains about a missing or invalid MEX file, what should I do?;0.004868984222412109;27376;3.4017879962921143;0;3;
/faq/matlab/mex_osx;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/mex_osx/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/mex_osx/;351;7;MATLAB complains that mexmaci64 cannot be opened because the developer cannot be verified;3.314018249511719e-05;11565;3.1985809803009033;0;3;
/faq/matlab/matlab_privatefunctions;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/matlab_privatefunctions/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/matlab_privatefunctions/;352;7;MATLAB does not see the functions in the “private” directory;3.600120544433594e-05;11150;3.0152108669281006;0;3;
/faq/matlab/matlab_crash73;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/matlab_crash73/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/matlab_crash73/;353;7;MATLAB version 7.3 (2006b)crashes_when_I_try_to_do…;3.0279159545898438e-05;10374;3.1209380626678467;0;3;
/faq/matlab/databrowser_crash;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/databrowser_crash/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/databrowser_crash/;354;7;The databrowser crashes and destroys the whole MATLAB session, how can I resolve this?;3.719329833984375e-05;12884;3.4225268363952637;0;3;
/faq/matlab/requirements;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/requirements/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/requirements/;355;7;What are the MATLAB requirements for using FieldTrip?;4.38690185546875e-05;18723;3.287468194961548;0;3;
/faq/matlab/external;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/external/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/external/;356;7;Which external toolboxes are used by FieldTrip?;3.2901763916015625e-05;12861;3.633463144302368;0;3;
/faq/matlab/privatefunctions_why;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/matlab/privatefunctions_why/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/matlab/privatefunctions_why/;357;7;Why are so many of the interesting functions in the private directories?;3.504753112792969e-05;9996;3.7435381412506104;0;3;
/faq/development/datatype;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/development/datatype/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/development/datatype/;363;7;How are the various data structures defined?;5.602836608886719e-05;28121;3.67154598236084;0;3;
/faq/development/matlab_debugging;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/development/matlab_debugging/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/development/matlab_debugging/;364;7;How can I debug my analysis script if a FieldTrip function gives an error?;4.00543212890625e-05;17392;3.5411150455474854;0;3;
/faq/development/trackchanges;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/development/trackchanges/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/development/trackchanges/;365;7;How can I keep track of the changes to the code?;9.703636169433594e-05;76289;3.3163750171661377;0;3;
/faq/development/fieldtrip_functioncall;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/development/fieldtrip_functioncall/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/development/fieldtrip_functioncall/;366;7;What does a typical call to a FieldTrip function look like?;3.2901763916015625e-05;9978;3.639493703842163;0;3;
/faq/development/svnversusgit;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/development/svnversusgit/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/development/svnversusgit/;367;7;Why is FieldTrip maintained in SVN and not in git?;3.504753112792969e-05;8881;3.844270944595337;0;3;
/faq/organization/documentation_offline;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/documentation_offline/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/documentation_offline/;373;7;Can I get an offline version of the website documentation?;3.790855407714844e-05;8620;4.105015754699707;0;3;
/faq/organization/fieldtriplogo;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/fieldtriplogo/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/fieldtriplogo/;374;7;Can I use the FieldTrip logo on my poster?;4.029273986816406e-05;9209;3.7488648891448975;0;3;
/faq/organization/emaillist_subscribers;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/emaillist_subscribers/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/emaillist_subscribers/;375;7;How many people are subscribed to the email discussion list?;4.506111145019531e-05;8442;3.564513683319092;0;3;
/faq/organization/fieldtrip_reference;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/fieldtrip_reference/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/fieldtrip_reference/;376;7;How should I refer to FieldTrip in my publication?;3.409385681152344e-05;9718;3.4323859214782715;0;3;
/faq/organization/datasharing;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/datasharing/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/datasharing/;377;7;How should I send example data to the developers?;4.100799560546875e-05;11895;3.365703821182251;0;3;
/faq/organization/emaillist_howtoask;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/emaillist_howtoask/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/emaillist_howtoask/;378;7;How to ask good questions to the community?;0.0027990341186523438;18381;3.3816990852355957;0;3;
/faq/organization/download_ftpproblem;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/download_ftpproblem/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/download_ftpproblem/;379;7;I am having problems downloading;3.886222839355469e-05;11576;3.3055999279022217;0;3;
/faq/organization/download_donders;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/download_donders/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/download_donders/;380;7;I am working at the Donders, should I also download FieldTrip?;8.7738037109375e-05;9785;3.290328025817871;0;3;
/faq/organization/fieldtrip_downloadversion;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/fieldtrip_downloadversion/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/fieldtrip_downloadversion/;381;7;Which version of FieldTrip should I download?;3.409385681152344e-05;10511;3.0015859603881836;0;3;
/faq/organization/emaillist_nopost;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/emaillist_nopost/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/emaillist_nopost/;382;7;Why am I not allowed to post to the discussion list?;3.504753112792969e-05;9835;3.038980722427368;0;3;
/faq/organization/emaillist_noreceive;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/emaillist_noreceive/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/emaillist_noreceive/;383;7;Why am I not receiving emails from the discussion list?;3.62396240234375e-05;8951;3.1152069568634033;0;3;
/faq/organization/emaillist_bounces;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/emaillist_bounces/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/emaillist_bounces/;384;7;Why am I receiving warnings about too many bouncing emails?;3.695487976074219e-05;9882;3.4732301235198975;0;3;
/faq/organization/fieldtrip_eeglab;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/fieldtrip_eeglab/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/fieldtrip_eeglab/;385;7;Why is FieldTrip developed separately from EEGLAB?;3.409385681152344e-05;11794;3.8377859592437744;0;3;
/faq/organization/emaillist_rejected;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/organization/emaillist_rejected/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/organization/emaillist_rejected/;386;7;Why is my message rejected from the email discussion list?;3.0040740966796875e-05;11006;3.96264910697937;0;3;
/faq/other/video;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/video/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/video/;392;7;Are the FieldTrip lectures available on video?;4.100799560546875e-05;8980;4.089825868606567;0;3;
/faq/other/capmapping;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/capmapping/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/capmapping/;393;7;Can I map different electrode position layouts?;3.695487976074219e-05;10005;4.464928865432739;0;3;
/faq/other/workshop;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/workshop/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/workshop/;394;7;Can I organize my own FieldTrip workshop?;3.2901763916015625e-05;8819;4.520789861679077;0;3;
/faq/other/anonymization_dicom;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/anonymization_dicom/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/anonymization_dicom/;395;7;How can I anonymize DICOM files?;3.1948089599609375e-05;15394;4.403897047042847;0;3;
/faq/other/anonymization_ctf;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/anonymization_ctf/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/anonymization_ctf/;396;7;How can I anonymize a CTF dataset?;4.076957702636719e-05;25674;4.552402973175049;0;3;
/faq/other/anonymization_brainvision;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/anonymization_brainvision/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/anonymization_brainvision/;397;7;How can I anonymize a BrainVision dataset?;4.38690185546875e-05;17135;4.27505898475647;0;3;
/faq/other/anonymization_fieldtripdata;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/anonymization_fieldtripdata/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/anonymization_fieldtripdata/;398;7;How can I anonymize data processed in FieldTrip?;4.100799560546875e-05;11853;4.081170082092285;0;3;
/faq/other/anonymization_anatomical;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/anonymization_anatomical/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/anonymization_anatomical/;399;7;How can I anonymize or deidentify an anatomical MRI?;4.1961669921875e-05;18373;4.0908448696136475;0;3;
/faq/other/data_sharing;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/data_sharing/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/data_sharing/;400;7;How can I share my MEG data?;4.9114227294921875e-05;28064;3.765681028366089;0;3;
/faq/other/showcallinfo;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/showcallinfo/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/showcallinfo/;401;7;How do I prevent FieldTrip from printing the time and memory after each function call?;3.1948089599609375e-05;12611;3.6705102920532227;0;3;
/faq/other/workshop_preparation;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/workshop_preparation/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/workshop_preparation/;402;7;How should I prepare for the upcoming FieldTrip workshop?;3.314018249511719e-05;10635;3.4286069869995117;0;3;
/faq/other/bids_coordsystem;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/bids_coordsystem/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/bids_coordsystem/;403;7;How should I specify the coordinate systems in a BIDS dataset?;6.413459777832031e-05;17268;3.4250690937042236;0;3;
/faq/other/units;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/units/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/units/;404;7;What are the units of the data and of the derived results?;3.2901763916015625e-05;10358;3.5166971683502197;0;3;
/faq/other/datasets;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/datasets/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/datasets/;405;7;Which datasets are used in the documentation and where are they used?;0.006724834442138672;817947;3.7245640754699707;0;3;
/faq/other/open_data;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/open_data/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/open_data/;406;7;Where can I find open access MEG/EEG data?;4.410743713378906e-05;18904;3.648690938949585;0;3;
/faq/other/checklist;http://localhost:4000/faq/;;200 OK;Redirected to `http://localhost:4000/faq/other/checklist/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/checklist/;407;7;Which methodological details should I report in an EEG/MEG manuscript?;4.410743713378906e-05;18876;3.822887897491455;0;3;
/faq/why_am_i_not_allowed_to_post_to_the_discussion_list;http://localhost:4000/discussion_list/;;200 OK;Redirected to `http://localhost:4000/faq/why_am_i_not_allowed_to_post_to_the_discussion_list/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/why_am_i_not_allowed_to_post_to_the_discussion_list/;140;156;this frequently asked question;3.719329833984375e-05;569;3.6788759231567383;0;3;
/faq/how_to_ask_good_questions_to_the_community;http://localhost:4000/discussion_list/;;200 OK;Redirected to `http://localhost:4000/faq/how_to_ask_good_questions_to_the_community/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/how_to_ask_good_questions_to_the_community/;145;214;how to ask good questions to the FieldTrip community;2.9802322387695312e-05;577;3.734078884124756;0;3;
/faq/source/anat_dicom2ctf/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/source/anat_dicom2ctf/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/source/anat_dicom2ctf/;791;7;How can I convert an anatomical MRI from DICOM into CTF format?;4.00543212890625e-05;20478;4.3673179149627686;0;3;
/faq/source/anat_landmarks/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/source/anat_landmarks/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/source/anat_landmarks/;815;7;How are the Left and Right Pre-Auricular (LPA and RPA) points defined?;4.100799560546875e-05;13152;3.625141143798828;0;3;
/faq/other/anonymization_ctf/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/other/anonymization_ctf/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/other/anonymization_ctf/;887;7;How can I anonymize or deidentify a CTF dataset?;4.076957702636719e-05;25674;4.552402973175049;0;3;
/getting_started/meg;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/getting_started/meg/' status: 301 Moved Permanently.;;True;http://localhost:4000/getting_started/meg/;133;1;meg;3.695487976074219e-05;8817;2.834510087966919;0;3;
/faq/preproc/continuous/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/preproc/continuous/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/preproc/continuous/;1615;7;Why should I set continuous to yes for CTF data?;3.814697265625e-05;11579;2.7916579246520996;0;3;
/reference/ft_definetrial;http://localhost:4000/getting_started/meg/ctf/;;404 Not Found;;;False;http://localhost:4000/reference/ft_definetrial;196;119;ft_definetrial;-1;7508;2.7641632556915283;0;3;
/faq/experiment/ctf_changeheadloc/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/experiment/ctf_changeheadloc/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/experiment/ctf_changeheadloc/;1759;7;How can I change the head localization in a CTF dataset?;4.506111145019531e-05;14385;3.933763027191162;0;3;
/faq/preproc/dataformat/ctf_fixhc/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/preproc/dataformat/ctf_fixhc/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/preproc/dataformat/ctf_fixhc/;1783;7;I am having problems reading the CTF .hc headcoordinates file;3.528594970703125e-05;8978;3.499872922897339;0;3;
/faq/preproc/dataformat/ctf_fixmeg4/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/preproc/dataformat/ctf_fixmeg4/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/preproc/dataformat/ctf_fixmeg4/;1807;7;How can I fix a corrupt CTF meg4 file?;4.220008850097656e-05;24122;3.332578182220459;0;3;
/faq/preproc/dataformat/ctf_fixres4/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/preproc/dataformat/ctf_fixres4/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/preproc/dataformat/ctf_fixres4/;1831;7;How can I fix a corrupt CTF res4 header file?;3.409385681152344e-05;8792;3.648837089538574;0;3;
/faq/preproc/dataformat/ctf_readcorrupted/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/preproc/dataformat/ctf_readcorrupted/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/preproc/dataformat/ctf_readcorrupted/;1855;7;How can I read corrupted (unsaved) CTF data?;6.604194641113281e-05;17088;3.755686044692993;0;3;
/faq/preproc/dataformat/ctf_syntheticgradient/;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/preproc/dataformat/ctf_syntheticgradient/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/preproc/dataformat/ctf_syntheticgradient/;1879;7;How does the CTF higher-order gradiometer work?;5.2928924560546875e-05;24007;2.496893882751465;0;3;
/reference/ft_preprocessing;http://localhost:4000/getting_started/meg/ctf/;;404 Not Found;;;False;http://localhost:4000/reference/ft_preprocessing;196;194;ft_preprocessing;-1;7508;2.7836990356445312;0;3;
/reference/fileio/ft_read_header;http://localhost:4000/getting_started/meg/ctf/;;404 Not Found;;;False;http://localhost:4000/reference/fileio/ft_read_header;196;405;ft_read_header;-1;7508;3.050607681274414;0;3;
/reference/fileio/ft_read_data;http://localhost:4000/getting_started/meg/ctf/;;404 Not Found;;;False;http://localhost:4000/reference/fileio/ft_read_data;196;488;ft_read_data;-1;7508;2.712631940841675;0;3;
/reference/fileio/ft_read_event;http://localhost:4000/getting_started/meg/ctf/;;404 Not Found;;;False;http://localhost:4000/reference/fileio/ft_read_event;306;304;ft_read_event;-1;7508;2.569387197494507;0;3;
/faq/what_is_the_relation_between_events_such_as_triggers_and_trials?;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/faq/what_is_the_relation_between_events_such_as_triggers_and_trials/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/what_is_the_relation_between_events_such_as_triggers_and_trials/;308;408;FAQ;2.9802322387695312e-05;585;2.837981939315796;0;3;
/reference/fileio/ft_read_headmodel;http://localhost:4000/getting_started/meg/ctf/;;404 Not Found;;;False;http://localhost:4000/reference/fileio/ft_read_headmodel;350;252;ft_read_headmodel;-1;7508;2.981221914291382;0;3;
/example/headmodel_various;http://localhost:4000/getting_started/meg/ctf/;;200 OK;Redirected to `http://localhost:4000/example/headmodel_various/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/headmodel_various/;369;79;this page;2.7894973754882812e-05;565;2.8843700885772705;0;3;
/faq/stats/neighbours_neuromag/;http://localhost:4000/getting_started/meg/neuromag/;;200 OK;Redirected to `http://localhost:4000/faq/stats/neighbours_neuromag/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/stats/neighbours_neuromag/;3265;7;Why are there multiple neighbour templates for the Neuromag306 system?;3.981590270996094e-05;9096;3.760864019393921;0;3;
/faq/experiment/neuromag_hpi/;http://localhost:4000/getting_started/meg/neuromag/;;200 OK;Redirected to `http://localhost:4000/faq/experiment/neuromag_hpi/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/experiment/neuromag_hpi/;3397;7;How can I visualize the neuromag head position indicator coils?;4.100799560546875e-05;22814;3.817917823791504;0;3;
/reference/ft_denoise_pca;http://localhost:4000/getting_started/meg/bti/;;404 Not Found;;;False;http://localhost:4000/reference/ft_denoise_pca;333;1116;ft_denoise_pca;-1;7508;3.149657964706421;0;3;
/example/neuromag_aligned2mni;http://localhost:4000/getting_started/meg/neuromag/;;200 OK;Redirected to `http://localhost:4000/example/neuromag_aligned2mni/' status: 301 Moved Permanently.;;True;http://localhost:4000/example/neuromag_aligned2mni/;204;109;here;3.3855438232421875e-05;577;3.48599910736084;0;3;
/reference/forward/ft_senstype;http://localhost:4000/getting_started/meg/babysquid/;;404 Not Found;;;False;http://localhost:4000/reference/forward/ft_senstype;156;374;ft_senstype;-1;7508;4.094289064407349;0;3;
/getting_started/ricoh;http://localhost:4000/getting_started/meg/yokogawa/;;200 OK;Redirected to `http://localhost:4000/getting_started/ricoh/' status: 301 Moved Permanently.;;True;http://localhost:4000/getting_started/ricoh/;148;59;Ricoh MEG system;4.100799560546875e-05;537;3.857483148574829;0;3;
/template/layout;http://localhost:4000/getting_started/meg/yokogawa/;;200 OK;Redirected to `http://localhost:4000/template/layout/' status: 301 Moved Permanently.;;True;http://localhost:4000/template/layout/;335;255;template layout;6.461143493652344e-05;43644;2.9107890129089355;0;3;
/reference/ft_prepare_layout;http://localhost:4000/getting_started/meg/yokogawa/;;404 Not Found;;;False;http://localhost:4000/reference/ft_prepare_layout;337;332;ft_prepare_layout;-1;7508;3.0410549640655518;0;3;
/reference/ft_topoplotER;http://localhost:4000/getting_started/meg/yokogawa/;;404 Not Found;;;False;http://localhost:4000/reference/ft_topoplotER;368;300;ft_topoplotER;-1;7508;2.8606929779052734;0;3;
/reference/ft_multiplotER;http://localhost:4000/getting_started/meg/yokogawa/;;404 Not Found;;;False;http://localhost:4000/reference/ft_multiplotER;368;374;ft_multiplotER;-1;7508;2.933558940887451;0;3;
/reference/ft_timelockanalysis;http://localhost:4000/getting_started/meg/yokogawa/;;404 Not Found;;;False;http://localhost:4000/reference/ft_timelockanalysis;453;216;ft_timelockanalysis;-1;7508;3.6416072845458984;0;3;
/reference/ft_freqanalysis;http://localhost:4000/getting_started/meg/yokogawa/;;404 Not Found;;;False;http://localhost:4000/reference/ft_freqanalysis;453;301;ft_freqanalysis;-1;7508;3.564021110534668;0;3;
/getting_started/yokogawa;http://localhost:4000/getting_started/meg/ricoh/;;200 OK;Redirected to `http://localhost:4000/getting_started/yokogawa/' status: 301 Moved Permanently.;;True;http://localhost:4000/getting_started/yokogawa/;148;83;Yokogawa MEG system;3.0040740966796875e-05;549;3.794735908508301;0;3;
/reference/fileio/ft_read_headshape;http://localhost:4000/getting_started/meg/ricoh/;;404 Not Found;;;False;http://localhost:4000/reference/fileio/ft_read_headshape;175;345;ft_read_headshape;-1;7508;4.047432899475098;0;3;
/reference/fileio/ft_read_sens;http://localhost:4000/getting_started/meg/ricoh/;;404 Not Found;;;False;http://localhost:4000/reference/fileio/ft_read_sens;175;435;ft_read_sens;-1;7508;3.67431378364563;0;3;
/tutorial/preprocessing;http://localhost:4000/getting_started/meg/ricoh/;;200 OK;Redirected to `http://localhost:4000/tutorial/preprocessing/' status: 301 Moved Permanently.;;True;http://localhost:4000/tutorial/preprocessing/;310;30;Preprocessing - Segmenting and reading trial-based EEG and MEG data;3.2901763916015625e-05;557;3.396829843521118;0;3;
/faq/how_are_electrodes_magnetometers_or_gradiometers_described/#the-definition-of-meg-sensors;http://localhost:4000/getting_started/meg/cerca/;;200 OK;Redirected to `http://localhost:4000/faq/how_are_electrodes_magnetometers_or_gradiometers_described/' status: 301 Moved Permanently.;;True;http://localhost:4000/faq/how_are_electrodes_magnetometers_or_gradiometers_described/;246;282;this FAQ;3.0040740966796875e-05;553;3.3629090785980225;0;3;
/reference/ft_databrowser;http://localhost:4000/getting_started/meg/opm_fil/;;404 Not Found;;;False;http://localhost:4000/reference/ft_databrowser;176;162;ft_databrowser;-1;7508;3.3755218982696533;0;3;
